AGENCY,STATION NAME,TYPE OF CHARGER,NO. OF PLUGS,ADDRESS,CITY,POSTCODE,BOROUGH,PUBLIC CHARGER?,FEE FOR CITY DRIVERS,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
DEP,NYC FLEET / DEPNTWNCRK_6_L3,Level 3 Fast Charger,1,319 Greenpoint Ave,Greenpoint,11222,Brooklyn,,,40.731272,-73.946848,301,33,57902,3397231,3025250001,BK0101
DEP,NYC FLEET / DEPNTWNOFFICE-1,Level 2 Charger,2,329 Greenpoint Avenue,Brooklyn,11222,Brooklyn,,,40.731483,-73.946271,301,33,57902,3332517,3025250001,BK0101
DEP,NYC FLEET / DEPNTWNOFFICE-2,Level 2 Charger,2,329 Greenpoint Avenue,Brooklyn,11222,Brooklyn,,,40.731483,-73.946271,301,33,57902,3332517,3025250001,BK0101
DEP,NYC FLEET / DEPNTWNOFFICE-3,Level 2 Charger,2,329 Greenpoint Avenue,Brooklyn,11222,Brooklyn,,,40.731483,-73.946271,301,33,57902,3332517,3025250001,BK0101
DEP,NYC FLEET / DEPNTWNOFFICE-4,Level 2 Charger,2,329 Greenpoint Avenue,Brooklyn,11222,Brooklyn,,,40.731483,-73.946271,301,33,57902,3332517,3025250001,BK0101
DEP,NYC FLEET / DEPNTWNOFFICE-5,Level 2 Charger,2,329 Greenpoint Avenue,Brooklyn,11222,Brooklyn,,,40.731483,-73.946271,301,33,57902,3332517,3025250001,BK0101
DEP,NYC FLEET / DEPNTWNOFFICE-6,Level 2 Charger,2,329 Greenpoint Avenue,Brooklyn,11222,Brooklyn,,,40.731483,-73.946271,301,33,57902,3332517,3025250001,BK0101
DEP,NYC FLEET / DEPNTWNOFFICE-7,Level 2 Charger,2,329 Greenpoint Avenue,Brooklyn,11222,Brooklyn,,,40.731483,-73.946271,301,33,57902,3332517,3025250001,BK0101
DEP,NYC FLEET / DEPOAKWWTP_1_L3,Level 3 Fast Charger,1,683 Mill Rd,Staten Island,10306,Staten Island,,,40.553917,-74.117306,503,50,12805,5000000,5047460007,SI0301
DEP,NYC FLEET / DEPOAKWWTP_2_L3,Level 3 Fast Charger,1,683 Mill Rd,Staten Island,10306,Staten Island,,,40.553917,-74.117306,503,50,12805,5000000,5047460007,SI0301
DEP,NYC FLEET / DEPOAKWWTP_3_L3,Level 3 Fast Charger,1,751 Mill Rd,Staten Island,10306,Staten Island,,,40.552071,-74.116133,503,50,12805,5135536,5050670500,SI0301
DEP,NYC FLEET / DEPOAKWWTP_4_L3,Level 3 Fast Charger,1,751 Mill Rd,Staten Island,10306,Staten Island,,,40.552071,-74.116133,503,50,12805,5135536,5050670500,SI0301
DEP,NYC FLEET / DEPOAKWWTP_5_L3,Level 3 Fast Charger,1,751 Mill Rd,Staten Island,10306,Staten Island,,,40.552071,-74.116133,503,50,12805,5135536,5050670500,SI0301
DEP,NYC FLEET / DEPOAKWWTP_6_L3,Level 3 Fast Charger,1,751 Mill Rd,Staten Island,10306,Staten Island,,,40.552071,-74.116133,503,50,12805,5135536,5050670500,SI0301
DEP,NYC FLEET / DEPOAKWWTP_7_L3,Level 3 Fast Charger,1,751 Mill Rd,Staten Island,10306,Staten Island,,,40.552071,-74.116133,503,50,12805,5135536,5050670500,SI0301
DEP,NYC FLEET / DEPOAKWWTP_8_L3,Level 3 Fast Charger,1,751 Mill Rd,Staten Island,10306,Staten Island,,,40.552071,-74.116133,503,50,12805,5135536,5050670500,SI0301
DEP,NYC FLEET / DEPQUEENSREP-S1,EV Solar Arc Charger,1,106-36 180th St,Queens,11433,Queens,,,40.703128,-73.77772,412,27,414,4459328,4103350032,QN1202
DEP,NYC FLEET / DEPROCKAWY_1_L3,Level 3 Fast Charger,1,106 Beach Channel Dr,Queens,11694,Queens,,,,,,,,,,
DEP,NYC FLEET / DEPROCKAWY_2_L3,Level 3 Fast Charger,1,106 Beach Channel Dr,Queens,11694,Queens,,,,,,,,,,
DEP,NYC FLEET / DEPROCKAWY_3_L3,Level 3 Fast Charger,1,106 Beach Channel Dr,Queens,11694,Queens,,,,,,,,,,
DEP,NYC FLEET / DEPROCKAWY_4_L3,Level 3 Fast Charger,1,106 Beach Channel Dr,Queens,11694,Queens,,,,,,,,,,
DEP,NYC FLEET / DEPROCKAWY_5_L3,Level 3 Fast Charger,1,106 Beach Channel Dr,Queens,11694,Queens,,,,,,,,,,
DEP,NYC FLEET / DEPROCKAWY_6_L3,Level 3 Fast Charger,1,106 Beach Channel Dr,Queens,11694,Queens,,,,,,,,,,
DEP,NYC FLEET / DEPVALHALLA1_L3,Level 3 Fast Charger,1,10 Walker Rd,Valhalla,10595,Upstate,,,,,,,,,,
DHS,NYC FLEET / DHS_BKLMNR_1_L3,Level 3 Fast Charger,1,300 Skillman Ave,Brooklyn,11211,Brooklyn,,,40.71663,-73.939205,301,34,44901,3338304,3028850035,BK0104
DHS,NYC FLEET / DHS_BKLMNR-1,Level 2 Charger,2,300 Skillman Ave,East Williamsburg,11211,Brooklyn,,,40.71663,-73.939205,301,34,44901,3338304,3028850035,BK0104
DHS,NYC FLEET / DHS_BKLMNR-2,Level 2 Charger,2,300 Skillman Ave,East Williamsburg,11211,Brooklyn,,,40.71663,-73.939205,301,34,44901,3338304,3028850035,BK0104
DHS,NYC FLEET / DHS_COMM#27,Level 2 Charger,1,64 Sunken Garden Loop,New York,10035,Manhattan,,,40.785494,-73.931397,111,8,240,1085877,1018190010,MN1191
DHS,NYC FLEET / DHS_FARRAGUT-1,Level 2 Charger,1,10107 Farragut Rd,Brooklyn,11236,Brooklyn,,,40.648081,-73.901772,318,42,1098,3229148,3081490001,BK0503
DHS,NYC FLEET / DHS_FARRAGUT-2,Level 2 Charger,1,10107 Farragut Rd,Brooklyn,11236,Brooklyn,,,40.648081,-73.901772,318,42,1098,3229148,3081490001,BK0503
DHS,NYC FLEET / DHS_FARRAGUT-3,Level 2 Charger,1,10107 Farragut Rd,Brooklyn,11236,Brooklyn,,,40.648081,-73.901772,318,42,1098,3229148,3081490001,BK0503
DHS,NYC FLEET / DHSFARAGUT_1_L3,Level 3 Fast Charger,1,10107 Farragut Rd,Brooklyn,11236,Brooklyn,,,40.648081,-73.901772,318,42,1098,3229148,3081490001,BK0503
DHS,NYC FLEET / DHSFARAGUT_2_L3,Level 3 Fast Charger,1,10107 Farragut Rd,Brooklyn,11236,Brooklyn,,,40.648081,-73.901772,318,42,1098,3229148,3081490001,BK0503
DHS,NYC FLEET / DHSFARAGUT_3_L3,Level 3 Fast Charger,1,10107 Farragut Rd,Brooklyn,11236,Brooklyn,,,40.648081,-73.901772,318,42,1098,3229148,3081490001,BK0503
DHS,NYC FLEET / DHSFARAGUT_4_L3,Level 3 Fast Charger,1,10107 Farragut Rd,Brooklyn,11236,Brooklyn,,,40.648081,-73.901772,318,42,1098,3229148,3081490001,BK0503
DOB,NYC FLEET / DOB_BRDWY_1_L3,Level 3 Fast Charger,1,280 Broadway,Manhattan,10007,Manhattan,,,40.714417,-74.006089,101,1,31,1079215,1001530001,MN0102
DOC,NYC FLEET / DOC_CHAPEL_1_L3,Level 3 Fast Charger,1,0 Hazen St,Queens,11370,Bronx,,,,,,,,,,
DOC,NYC FLEET / DOC_CHAPEL_2_L3,Level 3 Fast Charger,1,16-16 Hazen St,Queens,11370,Queens,,,40.790301,-73.884412,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_CHAPEL_3_L3,Level 3 Fast Charger,1,16-16 Hazen St,Queens,11370,Queens,,,40.790301,-73.884412,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_CHAPEL_4_L3,Level 3 Fast Charger,1,16-16 Hazen St,Queens,11370,Queens,,,40.790301,-73.884412,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_CHAPEL_5_L3,Level 3 Fast Charger,1,16-16 Hazen St,Queens,11370,Queens,,,40.790301,-73.884412,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_CHAPEL_6_L3,Level 3 Fast Charger,1,16-16 Hazen St,Queens,11370,Queens,,,40.790301,-73.884412,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_CHAPEL-1,Level 2 Charger,2,12-00 Hazen Street,East Elmhurst,11370,Queens,,,40.793765,-73.884156,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_CHAPEL-S1,EV Solar Arc Charger,1,15-0 Hazen St,East Elmhurst,11370,Queens,,,40.790985,-73.884396,401,22,1,2116652,2026050040,QN0151
DOC,NYC FLEET / DOC_DCFLEET,Level 2 Charger,2,15 Hazen St,Queens,11370,Bronx,,,,,,,,,,
DOC,NYC FLEET / DOC_DCJC,Level 2 Charger,2,Rikers Island,East Elmhurst,11370,Queens,,,40.790576,-73.881894,401,22,1,2000000,2026050040,QN0151
DOC,NYC FLEET / DOC_DIVISION-1,Level 2 Charger,2,30 N Perimeter Rd,Bronx,11320,Bronx,,,40.752194,-73.842964,481,21,38302,,,QN8191
DOC,NYC FLEET / DOC_DIVISION-2,Level 2 Charger,2,Hillside Ave,Bronx,10474,Bronx,,,,,,,,,,
DOC,NYC FLEET / DOC_EMTC-1,Level 2 Charger,2,10- 10 Hazen St,Queens,11370,Bronx,,,40.793705,-73.884157,401,22,1,2116651,2026050040,QN0151
DOC,NYC FLEET / DOC_ENVHEALTH,Level 2 Charger,2,Hillside Ave,Bronx,10474,Bronx,,,,,,,,,,
DOC,NYC FLEET / DOC_ETAYLOR-S,EV Solar Arc Charger,1,Rikers Is Br Appr,Flushing,11371,Queens,,,,,,,,,,
DOC,NYC FLEET / DOC_FFF-CPT,Level 2 Charger,2,120 Construction Way,Riker's Island,11105,Queens,,,,,,,,,,
DOC,NYC FLEET / DOC_FLEETMT1A-B,Level 2 Charger,2,1717 Hazen St.,Riker's Island,11370,Queens,,,40.788899,-73.884411,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_FLEETMT2A-B,Level 2 Charger,2,1717 Hazen Street,Riker's Island,11370,Queens,,,40.788899,-73.884411,401,22,1,,,QN0151
DOC,NYC FLEET / DOC_FLEETUNIT-1,Level 2 Charger,2,17-17 Hazen St,Bronx,11474,Bronx,,,40.788899,-73.884411,401,22,1,,,QN0151
